xvals                 yvals
0.8641216311612758    0.23919054492654035
0.2131415384891292    0.9434728716309931
0.9631517396574626    0.832891823813168
0.2917718252994417    0.5381295434741199
0.7035596899923634    0.8353711286006652
0.9309052618235901    0.14642103635905446
0.0032244876248792576    0.33477541460048665
0.0024279634592855315    0.294061678608746
0.9563835335043781    0.2682980330136441
0.8106295769444213    0.59318718399459
0.6727315331844529    0.26588622574727194
0.587183921136864    0.9075770417579851
0.2905346204315954    0.6921247533117434
0.8959213655167168    0.7296378073168122
0.28752319504808654    0.840851095145932
0.7193625471711912    0.7924557390576122
0.6650488421131124    0.7229618681640841
0.5194865407852954    0.08889916922994712
0.5276997348637715    0.5816251989023361
0.5341220979072477    0.2425288249435511
0.5416702211808098    0.6193691292653899
0.25945143736561227    0.850374214848794
0.18628204080904232    0.04217191437881418
0.08525914170730808    0.1139603388152497
0.9733043321936604    0.960078002055152
0.9854257045759817    0.5482166168351017
0.06781882998522415    0.06729948960283183
0.6828548199924247    0.8390745765783358
0.0953010285255027    0.4201545018256694
0.5488975660965129    0.6201202981890089
0.6856149266667649    0.4577996956410364
0.20461983897501423    0.4822422695214298
0.8117375572235478    0.5006723803056331
0.3021617046810572    0.672759520617571
0.346070759510833    0.7044993033513064
0.9174630027002801    0.1902971820653816
0.4175256214805705    0.6797150553302217
0.7731004338898345    0.8945766290865176
0.6624563107096266    0.8107669036268855
0.6305697805784004    0.565454671260352
0.5445232725674051    0.29710746073487826
0.20883681809871246    0.70643849518557
0.5326664659249679    0.00032720551138787357
0.345380121021577    0.10460891877302092
0.6280293148315428    0.4356998071460909
0.8634789706647478    0.27342970847963877
0.3731997354217935    0.40986453001651646
0.9034005958948639    0.8513125251388626
0.3381602798649397    0.20415721188754066
0.7203557849625845    0.09062390665689513
0.6492702440784376    0.17503397657543918
0.6641341016494028    0.2715272569131394
0.570343018338051    0.16151375086212305
0.7622513537671082    0.11880976686162503
0.5942339792346907    0.7217078207419182
0.07419617950188906    0.23890668870213727
0.06992718432350709    0.4541665933694896
0.38305972225258733    0.6676722788057725
0.9194437696035715    0.08457617773254389
0.27235744149817454    0.8697330601442033
0.0473068558713271    0.347637295374703
0.7111933781580532    0.9876009205658228
0.040179948201804816    0.9160157367494559
0.543355965185143    0.09158522195011387
0.6339339650303839    0.24484907624020824
0.9877105800908306    0.5021207389470483
0.2390396501908989    0.4724774295498477
0.3809324208328855    0.4806180963352047
0.18470110547090957    0.2423571058088717
0.4784221936543782    0.9343670696121785
0.7357221853189486    0.1041714867662733
0.169391377538054    0.1963172749011156
0.4589434658614866    0.1083146449545277
0.7887537516899973    0.35999089013323493
0.4206333108098558    0.5386973712946168
0.4239743851093375    0.8294456328658474
0.7770363801839335    0.24854990764656726
0.0031722335486290554    0.9184210275559214
0.11956662540751961    0.6630244602362142
0.07216082033726878    0.18572461436245824
0.8295816627121274    0.38444163318054836
0.7931998582761154    0.1656051252038382
0.10808436649320519    0.5465437683916984
0.0986127283782583    0.014284206139885902
0.7594343797504066    0.06530959308368312
0.4546839834179476    0.8244064351828027
0.43029442875869417    0.6268499087261225
0.3726801394031487    0.6106361682419813
0.6214010191188027    0.23746670004235593
0.010958458383957037    0.025501018545081466
0.8187974921766468    0.19815055294325468
0.22972531480971015    0.8770300051250622
0.8955915392388656    0.26120630355237984
0.7417080638451624    0.7224882215089158
0.3611682912165326    0.2980841793884331
0.770317997480172    0.6211549322473755
0.7598793577930832    0.9257044698375472
0.8208052573293776    0.7451265262168898
0.9567343067127926    0.9049951619621558
0.3158487829937805    0.83453574446988
